x_comp,u_average,u_stddev,v_average,v_stddev,w_average,w_stddev
0.11355,0.00634963,0.0946264,-0.00230154,0.0874503,0.110554,0.176625
0.1137,0.0062627,0.0944515,-0.00224163,0.0873448,0.109889,0.176667
0.11385,0.00617578,0.0942766,-0.00218172,0.0872394,0.109225,0.176709
0.114,0.00608886,0.0941017,-0.00212182,0.0871339,0.10856,0.176751
0.11415,0.00600194,0.0939269,-0.00206191,0.0870284,0.107895,0.176794
0.1143,0.00591502,0.093752,-0.002002,0.086923,0.10723,0.176836
0.11445,0.00582809,0.0935771,-0.00194209,0.0868175,0.106565,0.176878
0.1146,0.00574117,0.0934022,-0.00188218,0.086712,0.1059,0.17692
0.11475,0.00565425,0.0932274,-0.00182227,0.0866066,0.105235,0.176963
0.1149,0.00556733,0.0930525,-0.00176236,0.0865011,0.104571,0.177005
0.11505,0.0054804,0.0928776,-0.00170246,0.0863956,0.103906,0.177047
0.1152,0.00539348,0.0927028,-0.00164255,0.0862901,0.103241,0.177089
0.11535,0.00530656,0.0925279,-0.00158264,0.0861847,0.102576,0.177132
0.1155,0.00521964,0.092353,-0.00152273,0.0860792,0.101911,0.177174
0.11565,0.00513272,0.0921781,-0.00146282,0.0859737,0.101246,0.177216
0.1158,0.00504579,0.0920033,-0.00140291,0.0858683,0.100581,0.177258
0.11595,0.00495887,0.0918284,-0.001343,0.0857628,0.0999165,0.177301
0.1161,0.00487195,0.0916535,-0.0012831,0.0856573,0.0992517,0.177343
0.11625,0.00478503,0.0914787,-0.00122319,0.0855519,0.0985868,0.177385
0.1164,0.0046981,0.0913038,-0.00116328,0.0854464,0.097922,0.177427
0.11655,0.00461118,0.0911289,-0.00110337,0.0853409,0.0972571,0.17747
0.1167,0.00452426,0.090954,-0.00104346,0.0852355,0.0965923,0.177512
0.11685,0.00443733,0.0907792,-0.000983554,0.08513,0.0959274,0.177554
0.117,0.00435042,0.0906043,-0.000923647,0.0850245,0.0952625,0.177596
0.11715,0.00426349,0.0904294,-0.000863738,0.0849191,0.0945977,0.177639
0.1173,0.00418918,0.0902132,-0.000879206,0.08476,0.0938645,0.177589
0.11745,0.00411906,0.0899832,-0.000919801,0.0845831,0.0931084,0.17751
0.1176,0.00404895,0.0897531,-0.000960396,0.0844061,0.0923524,0.17743
0.11775,0.00397884,0.0895231,-0.00100099,0.0842292,0.0915964,0.177351
0.1179,0.00390873,0.0892931,-0.00104158,0.0840523,0.0908404,0.177271
0.11805,0.00383861,0.0890631,-0.00108218,0.0838753,0.0900844,0.177191
0.1182,0.0037685,0.0888331,-0.00112277,0.0836984,0.0893284,0.177112
0.11835,0.00369839,0.088603,-0.00116337,0.0835215,0.0885723,0.177032
0.1185,0.00362827,0.088373,-0.00120396,0.0833445,0.0878163,0.176953
0.11865,0.00355816,0.088143,-0.00124456,0.0831676,0.0870603,0.176873
0.1188,0.00348805,0.087913,-0.00128515,0.0829907,0.0863043,0.176793
0.11895,0.00341793,0.0876829,-0.00132575,0.0828137,0.0855483,0.176714
0.1191,0.00334782,0.0874529,-0.00136634,0.0826368,0.0847923,0.176634
0.11925,0.00327771,0.0872229,-0.00140694,0.0824599,0.0840362,0.176555
0.1194,0.0032076,0.0869929,-0.00144753,0.0822829,0.0832802,0.176475
0.11955,0.00313748,0.0867628,-0.00148812,0.082106,0.0825242,0.176396
0.1197,0.00306737,0.0865328,-0.00152872,0.0819291,0.0817682,0.176316
0.11985,0.00299726,0.0863028,-0.00156931,0.0817521,0.0810121,0.176236
0.12,0.00292715,0.0860728,-0.00160991,0.0815752,0.0802562,0.176157
0.12015,0.00285703,0.0858428,-0.0016505,0.0813983,0.0795001,0.176077
0.1203,0.00278692,0.0856127,-0.0016911,0.0812213,0.0787441,0.175998
0.12045,0.00271681,0.0853827,-0.00173169,0.0810444,0.0779881,0.175918
0.1206,0.00264669,0.0851527,-0.00177229,0.0808675,0.0772321,0.175838
0.12075,0.00257658,0.0849227,-0.00181288,0.0806905,0.076476,0.175759
0.1209,0.00250647,0.0846926,-0.00185347,0.0805136,0.07572,0.175679
0.12105,0.00243635,0.0844626,-0.00189407,0.0803367,0.074964,0.1756
0.1212,0.00236624,0.0842326,-0.00193467,0.0801597,0.074208,0.17552
0.12135,0.00229613,0.0840026,-0.00197526,0.0799828,0.073452,0.17544
0.1215,0.00222602,0.0837726,-0.00201585,0.0798059,0.072696,0.175361
0.12165,0.0021559,0.0835425,-0.00205645,0.0796289,0.0719399,0.175281
0.1218,0.00208579,0.0833125,-0.00209704,0.079452,0.0711839,0.175202
0.12195,0.002036,0.0830604,-0.00218242,0.0793135,0.0703183,0.175016
0.1221,0.00200653,0.0827862,-0.0023126,0.0792133,0.069343,0.174724
0.12225,0.00197706,0.082512,-0.00244276,0.0791131,0.0683677,0.174433
0.1224,0.0019476,0.0822378,-0.00257293,0.079013,0.0673924,0.174141
0.12255,0.00191813,0.0819636,-0.0027031,0.0789128,0.0664171,0.173849
0.1227,0.00188866,0.0816894,-0.00283327,0.0788126,0.0654418,0.173557
0.12285,0.00185919,0.0814153,-0.00296344,0.0787125,0.0644665,0.173266
0.123,0.00182973,0.0811411,-0.00309361,0.0786123,0.0634912,0.172974
0.12315,0.00180026,0.0808669,-0.00322378,0.0785121,0.062516,0.172682
0.1233,0.00177079,0.0805927,-0.00335395,0.0784119,0.0615407,0.172391
0.12345,0.00174132,0.0803185,-0.00348412,0.0783118,0.0605654,0.172099
0.1236,0.00171186,0.0800443,-0.00361429,0.0782116,0.0595901,0.171807
0.12375,0.00168239,0.0797701,-0.00374446,0.0781114,0.0586148,0.171516
0.1239,0.00165292,0.0794959,-0.00387462,0.0780113,0.0576396,0.171224
0.12405,0.00162345,0.0792217,-0.00400479,0.0779111,0.0566643,0.170932
0.1242,0.00159399,0.0789475,-0.00413497,0.0778109,0.055689,0.17064
0.12435,0.00156452,0.0786733,-0.00426513,0.0777108,0.0547137,0.170349
0.1245,0.00153505,0.0783991,-0.0043953,0.0776106,0.0537384,0.170057
0.12465,0.00150558,0.078125,-0.00452547,0.0775104,0.0527631,0.169765
0.1248,0.00147612,0.0778508,-0.00465564,0.0774103,0.0517878,0.169474
0.12495,0.00144665,0.0775766,-0.00478581,0.0773101,0.0508125,0.169182
0.1251,0.00141718,0.0773024,-0.00491598,0.0772099,0.0498372,0.16889
0.12525,0.00138772,0.0770282,-0.00504615,0.0771098,0.048862,0.168599
0.1254,0.00135825,0.076754,-0.00517633,0.0770096,0.0478866,0.168307
0.12555,0.00132878,0.0764798,-0.00530649,0.0769094,0.0469114,0.168015
0.1257,0.00129931,0.0762056,-0.00543666,0.0768093,0.0459361,0.167723
0.12585,0.00126984,0.0759314,-0.00556683,0.0767091,0.0449608,0.167432
0.126,0.00124038,0.0756572,-0.005697,0.0766089,0.0439855,0.16714
0.12615,0.00121091,0.075383,-0.00582716,0.0765088,0.0430102,0.166848
0.1263,0.00118144,0.0751088,-0.00595734,0.0764086,0.0420349,0.166557
0.12645,0.00115197,0.0748347,-0.00608751,0.0763084,0.0410596,0.166265
0.1266,0.00113008,0.0745564,-0.00620448,0.0762276,0.040068,0.165987
0.12675,0.00113092,0.0742657,-0.00628188,0.0762048,0.0390269,0.165752
0.1269,0.00113175,0.073975,-0.00635928,0.0761819,0.037986,0.165516
0.12705,0.00113258,0.0736844,-0.00643667,0.0761591,0.036945,0.165281
0.1272,0.00113341,0.0733937,-0.00651407,0.0761363,0.035904,0.165045
0.12735,0.00113425,0.073103,-0.00659147,0.0761134,0.0348631,0.164809
0.1275,0.00113508,0.0728124,-0.00666886,0.0760906,0.0338221,0.164574
0.12765,0.00113591,0.0725217,-0.00674625,0.0760678,0.0327812,0.164338
0.1278,0.00113674,0.072231,-0.00682366,0.0760449,0.0317401,0.164103
0.12795,0.00113758,0.0719404,-0.00690105,0.0760221,0.0306992,0.163867
0.1281,0.00113841,0.0716497,-0.00697845,0.0759993,0.0296583,0.163632
0.12825,0.00113924,0.0713591,-0.00705585,0.0759764,0.0286172,0.163396
0.1284,0.00114008,0.0710684,-0.00713324,0.0759536,0.0275763,0.163161
0.12855,0.00114091,0.0707777,-0.00721064,0.0759308,0.0265353,0.162925
0.1287,0.00114174,0.0704871,-0.00728804,0.0759079,0.0254943,0.162689
0.12885,0.00114257,0.0701964,-0.00736543,0.0758851,0.0244534,0.162454
0.129,0.00114341,0.0699058,-0.00744283,0.0758623,0.0234124,0.162218
0.12915,0.00114424,0.0696151,-0.00752023,0.0758394,0.0223714,0.161983
0.1293,0.00114507,0.0693244,-0.00759762,0.0758166,0.0213305,0.161747
0.12945,0.00114591,0.0690338,-0.00767502,0.0757938,0.0202895,0.161512
0.1296,0.00114674,0.0687431,-0.00775242,0.0757709,0.0192485,0.161276
0.12975,0.00114757,0.0684524,-0.00782981,0.0757481,0.0182075,0.161041
0.1299,0.0011484,0.0681618,-0.00790721,0.0757253,0.0171666,0.160805
0.13005,0.00114924,0.0678711,-0.00798461,0.0757024,0.0161256,0.160569
0.1302,0.00115007,0.0675804,-0.008062,0.0756796,0.0150846,0.160334
0.13035,0.0011509,0.0672898,-0.0081394,0.0756568,0.0140437,0.160098
0.1305,0.00115173,0.0669991,-0.0082168,0.0756339,0.0130026,0.159863
0.13065,0.00115257,0.0667085,-0.00829419,0.0756111,0.0119617,0.159627
0.1308,0.0011534,0.0664178,-0.00837159,0.0755883,0.0109208,0.159392
0.13095,0.00115423,0.0661271,-0.00844899,0.0755654,0.00987972,0.159156
0.1311,0.00115507,0.0658365,-0.00852638,0.0755426,0.00883878,0.158921
0.13125,0.0011559,0.0655458,-0.00860378,0.0755198,0.00779784,0.158685
0.1314,0.00114332,0.0651906,-0.0085081,0.0755148,0.00693445,0.158437
0.13155,0.00113074,0.0648354,-0.00841243,0.0755098,0.00607115,0.158189
0.1317,0.00111816,0.0644802,-0.00831676,0.0755048,0.00520785,0.157942
0.13185,0.00110557,0.064125,-0.00822108,0.0754998,0.00434446,0.157694
0.132,0.00109299,0.0637698,-0.00812541,0.0754948,0.00348116,0.157446
0.13215,0.00108041,0.0634147,-0.00802973,0.0754898,0.00261786,0.157198
0.1323,0.00106783,0.0630594,-0.00793405,0.0754848,0.00175448,0.15695
0.13245,0.00105525,0.0627043,-0.00783838,0.0754798,0.000891178,0.156702
0.1326,0.00104267,0.0623491,-0.00774271,0.0754748,2.78779e-05,0.156455
0.13275,0.00103009,0.0619939,-0.00764703,0.0754698,-0.000835508,0.156207
0.1329,0.00101751,0.0616387,-0.00755136,0.0754648,-0.00169881,0.155959
0.13305,0.00100492,0.0612835,-0.00745568,0.0754598,-0.00256211,0.155711
0.1332,0.000992343,0.0609283,-0.00736,0.0754548,-0.00342549,0.155463
0.13335,0.000979762,0.0605731,-0.00726433,0.0754498,-0.00428879,0.155216
0.1335,0.000967181,0.0602179,-0.00716866,0.0754448,-0.00515209,0.154968
0.13365,0.000954599,0.0598627,-0.00707298,0.0754399,-0.00601548,0.15472
0.1338,0.000942018,0.0595075,-0.00697731,0.0754349,-0.00687878,0.154472
0.13395,0.000929438,0.0591523,-0.00688163,0.0754299,-0.00774208,0.154224
0.1341,0.000916856,0.0587971,-0.00678595,0.0754249,-0.00860547,0.153976
0.13425,0.000904275,0.0584419,-0.00669028,0.0754199,-0.00946877,0.153729
0.1344,0.000891694,0.0580868,-0.00659461,0.0754149,-0.0103321,0.153481
0.13455,0.000879112,0.0577315,-0.00649893,0.0754099,-0.0111955,0.153233
0.1347,0.000866531,0.0573764,-0.00640326,0.0754049,-0.0120588,0.152985
0.13485,0.000853951,0.0570212,-0.00630758,0.0753999,-0.0129221,0.152737
0.135,0.000841369,0.056666,-0.0062119,0.0753949,-0.0137854,0.15249
0.13515,0.000828788,0.0563108,-0.00611623,0.0753899,-0.0146487,0.152242
0.1353,0.000816207,0.0559556,-0.00602056,0.0753849,-0.015512,0.151994
0.13545,0.000803625,0.0556004,-0.00592488,0.0753799,-0.0163754,0.151746
0.1356,0.000791044,0.0552452,-0.00582921,0.0753749,-0.0172387,0.151498
0.13575,0.000778463,0.05489,-0.00573353,0.0753699,-0.018102,0.15125
0.1359,0.000765881,0.0545348,-0.00563785,0.0753649,-0.0189654,0.151003
0.13605,0.000750675,0.0540861,-0.00549591,0.0753181,-0.0196538,0.150614
0.1362,0.000734594,0.0536063,-0.00533855,0.0752573,-0.0202838,0.150179
0.13635,0.000718511,0.0531264,-0.00518117,0.0751965,-0.0209139,0.149744
0.1365,0.000702429,0.0526465,-0.00502381,0.0751358,-0.021544,0.149309
0.13665,0.000686348,0.0521666,-0.00486645,0.075075,-0.022174,0.148874
0.1368,0.000670265,0.0516867,-0.00470907,0.0750142,-0.0228041,0.148439
0.13695,0.000654184,0.0512069,-0.00455171,0.0749534,-0.0234342,0.148004
0.1371,0.000638102,0.050727,-0.00439434,0.0748926,-0.0240642,0.147569
0.13725,0.000622019,0.0502471,-0.00423697,0.0748318,-0.0246943,0.147133
0.1374,0.000605938,0.0497673,-0.0040796,0.074771,-0.0253244,0.146698
0.13755,0.000589856,0.0492874,-0.00392224,0.0747103,-0.0259544,0.146263
0.1377,0.000573773,0.0488075,-0.00376486,0.0746495,-0.0265845,0.145828
0.13785,0.000557692,0.0483276,-0.0036075,0.0745887,-0.0272146,0.145393
0.138,0.000541611,0.0478478,-0.00345014,0.0745279,-0.0278446,0.144958
0.13815,0.000525528,0.0473679,-0.00329276,0.0744671,-0.0284747,0.144523
0.1383,0.000509446,0.046888,-0.0031354,0.0744063,-0.0291048,0.144088
0.13845,0.000493365,0.0464082,-0.00297804,0.0743456,-0.0297348,0.143653
0.1386,0.000477282,0.0459282,-0.00282066,0.0742848,-0.030365,0.143217
0.13875,0.000461201,0.0454484,-0.0026633,0.074224,-0.030995,0.142782
0.1389,0.000445119,0.0449685,-0.00250593,0.0741632,-0.031625,0.142347
0.13905,0.000429036,0.0444886,-0.00234855,0.0741024,-0.0322552,0.141912
0.1392,0.000412955,0.0440088,-0.00219119,0.0740416,-0.0328852,0.141477
0.13935,0.000396874,0.0435289,-0.00203383,0.0739808,-0.0335153,0.141042
0.1395,0.000380791,0.043049,-0.00187645,0.07392,-0.0341454,0.140607
0.13965,0.000364709,0.0425691,-0.00171909,0.0738593,-0.0347754,0.140172
0.1398,0.000348628,0.0420893,-0.00156173,0.0737985,-0.0354055,0.139737
0.13995,0.000332545,0.0416094,-0.00140435,0.0737377,-0.0360356,0.139301
0.1401,0.000316463,0.0411295,-0.00124699,0.0736769,-0.0366656,0.138866
0.14025,0.000300382,0.0406497,-0.00108962,0.0736161,-0.0372957,0.138431
0.1404,0.000284299,0.0401698,-0.000932247,0.0735553,-0.0379258,0.137996
0.14055,0.000268218,0.0396899,-0.000774884,0.0734946,-0.0385558,0.137561
0.1407,0.000238941,0.0391426,-0.000676731,0.0733185,-0.0389761,0.136751
0.14085,0.00019647,0.0385278,-0.000637787,0.0730271,-0.0391866,0.135566
0.141,0.000153994,0.037913,-0.000598839,0.0727356,-0.0393971,0.134381
0.14115,0.000111522,0.0372982,-0.000559895,0.0724442,-0.0396076,0.133196
0.1413,6.90505e-05,0.0366834,-0.000520951,0.0721528,-0.0398181,0.132011
0.14145,2.65747e-05,0.0360686,-0.000482003,0.0718614,-0.0400286,0.130825
0.1416,-1.58969e-05,0.0354538,-0.000443059,0.07157,-0.0402391,0.12964
0.14175,-5.83686e-05,0.0348391,-0.000404115,0.0712785,-0.0404495,0.128455
0.1419,-0.000100844,0.0342242,-0.000365167,0.0709871,-0.04066,0.12727
0.14205,-0.000143316,0.0336094,-0.000326223,0.0706957,-0.0408705,0.126085
0.1422,-0.000185788,0.0329947,-0.000287279,0.0704043,-0.041081,0.1249
0.14235,-0.000228263,0.0323798,-0.000248331,0.0701129,-0.0412915,0.123715
0.1425,-0.000270735,0.0317651,-0.000209387,0.0698215,-0.041502,0.12253
0.14265,-0.000313207,0.0311503,-0.000170443,0.06953,-0.0417125,0.121345
0.1428,-0.000355683,0.0305355,-0.000131495,0.0692386,-0.041923,0.12016
0.14295,-0.000398154,0.0299207,-9.25506e-05,0.0689472,-0.0421335,0.118975
0.1431,-0.000440626,0.0293059,-5.36065e-05,0.0686558,-0.042344,0.117789
0.14325,-0.000483102,0.0286911,-1.46585e-05,0.0683644,-0.0425545,0.116604
0.1434,-0.000525573,0.0280763,2.42856e-05,0.0680729,-0.042765,0.115419
0.14355,-0.000568045,0.0274615,6.32296e-05,0.0677815,-0.0429755,0.114234
0.1437,-0.000610521,0.0268467,0.000102178,0.0674901,-0.043186,0.113049
0.14385,-0.000652992,0.0262319,0.000141122,0.0671987,-0.0433965,0.111864
0.144,-0.000695464,0.0256172,0.000180066,0.0669073,-0.0436069,0.110679
0.14415,-0.00073794,0.0250023,0.000219014,0.0666158,-0.0438175,0.109494
0.1443,-0.000780411,0.0243875,0.000257958,0.0663244,-0.0440279,0.108309
0.14445,-0.000822883,0.0237728,0.000296902,0.066033,-0.0442384,0.107124
0.1446,-0.000865359,0.0231579,0.00033585,0.0657416,-0.0444489,0.105938
0.14475,-0.000907831,0.0225432,0.000374794,0.0654502,-0.0446594,0.104753
0.1449,-0.000950302,0.0219284,0.000413738,0.0651588,-0.0448699,0.103568
0.14505,-0.000992778,0.0213136,0.000452686,0.0648673,-0.0450804,0.102383
0.1452,-0.00103525,0.0206988,0.00049163,0.0645759,-0.0452909,0.101198
0.14535,-0.00105857,0.0200758,0.000516673,0.0638426,-0.0450852,0.0995069
0.1455,-0.00102442,0.0194282,0.000500005,0.061783,-0.0436308,0.0962968
0.14565,-0.000990273,0.0187806,0.000483339,0.0597237,-0.0421765,0.093087
0.1458,-0.000956127,0.018133,0.000466673,0.0576643,-0.0407222,0.0898772
0.14595,-0.000921977,0.0174853,0.000450005,0.0556047,-0.0392677,0.0866671
0.1461,-0.000887831,0.0168378,0.000433338,0.0535453,-0.0378134,0.0834573
0.14625,-0.000853685,0.0161902,0.000416672,0.051486,-0.0363591,0.0802475
0.1464,-0.000819535,0.0155425,0.000400004,0.0494264,-0.0349046,0.0770374
0.14655,-0.000785389,0.0148949,0.000383338,0.047367,-0.0334503,0.0738276
0.1467,-0.000751243,0.0142474,0.000366671,0.0453077,-0.031996,0.0706178
0.14685,-0.000717093,0.0135997,0.000350003,0.0432481,-0.0305415,0.0674077
0.147,-0.000682947,0.0129521,0.000333337,0.0411887,-0.0290872,0.0641979
0.14715,-0.000648801,0.0123045,0.000316671,0.0391294,-0.0276329,0.0609882
0.1473,-0.000614651,0.0116569,0.000300003,0.0370698,-0.0261784,0.057778
0.14745,-0.000580505,0.0110093,0.000283337,0.0350104,-0.0247241,0.0545683
0.1476,-0.000546359,0.0103617,0.00026667,0.032951,-0.0232698,0.0513585
0.14775,-0.000512209,0.00971407,0.000250002,0.0308915,-0.0218154,0.0481483
0.1479,-0.000478063,0.00906648,0.000233336,0.0288321,-0.0203611,0.0449386
0.14805,-0.000443917,0.0084189,0.00021667,0.0267727,-0.0189067,0.0417288
0.1482,-0.000409767,0.00777125,0.000200002,0.0247132,-0.0174523,0.0385187
0.14835,-0.000375621,0.00712367,0.000183335,0.0226538,-0.015998,0.0353089
0.1485,-0.000341474,0.00647608,0.000166669,0.0205944,-0.0145437,0.0320991
0.14865,-0.000307325,0.00582843,0.000150001,0.0185348,-0.0130892,0.028889
0.1488,-0.000273179,0.00518085,0.000133335,0.0164755,-0.0116349,0.0256792
0.14895,-0.000239032,0.00453326,0.000116668,0.0144161,-0.0101806,0.0224694
0.1491,-0.000204883,0.00388561,0.000100001,0.0123565,-0.00872611,0.0192593
0.14925,-0.000170737,0.00323803,8.33342e-05,0.0102972,-0.0072718,0.0160495
0.1494,-0.00013659,0.00259044,6.66679e-05,0.0082378,-0.00581748,0.0128397
0.14955,-0.000102441,0.00194279,4.99999e-05,0.00617823,-0.00436303,0.00962957
0.1497,-6.82945e-05,0.00129521,3.33336e-05,0.00411886,-0.00290871,0.00641978
0.14985,-3.41483e-05,0.000647624,1.66673e-05,0.00205949,-0.0014544,0.00320998
0.15,nan,nan,nan,nan,nan,nan
